timestep,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance,odometer,posLat
12,veh1,-104.990904,39.730343,329.83,veh_passenger,13.43,34.68,132741915#0_1,0,0,-1.05,34.68,101.1,0
12,veh10,-104.990781,39.738448,89.69,veh_passenger,13.8,67.02,130911269#0_0,0,1,0.74,67.02,61.92,0
12,veh11,-104.986414,39.74814,313.76,veh_passenger,0.01,30.07,89783817#0_3,0,8,-0.79,30.07,24.97,0
12,veh12,-104.969574,39.733741,269.68,veh_passenger,8.42,12.88,:176081909_1_0,0,0,1.67,62.53,57.43,0
12,veh13,-105.005949,39.747348,239.82,veh_passenger,12.93,47.53,628634506#0_2,0,0,2.42,47.53,42.43,0
12,veh14,-105.025124,39.754828,110.12,veh_passenger,8.68,9.07,:cluster_176082472_4972952205_18_0,0,2,-0.62,63.74,58.64,0
12,veh15,-104.978161,39.754201,180.03,veh_passenger,10.9,38.5,-549942085_0,0,0,1.73,38.5,33.4,0
12,veh16,-104.998549,39.739605,150.34,veh_passenger,9.44,35.36,132706724#0_0,0,0,1.59,35.36,30.26,0
12,veh17,-104.974162,39.746139,286.77,veh_passenger,8.13,1.02,-628620751#0_0,0,0,1.74,1.02,20.63,0
12,veh18,-104.982709,39.736859,270.06,veh_passenger,8.38,26.17,628657310#0_2,0,2,1.69,26.17,21.07,0
12,veh19,-105.010418,39.725595,88.87,veh_passenger,6.04,18.3,567446119_1,0,0,1.38,18.3,13.2,0
12,veh2,-104.961313,39.727312,269.8,veh_passenger,8.19,5.23,:176074582_1_0,0,0,2.15,89.52,84.42,0
12,veh20,-104.98014,39.748858,134.64,veh_passenger,4.99,14.57,-798190532#2_0,0,1,2.04,14.57,9.47,0
12,veh21,-104.963682,39.749478,269.87,veh_passenger,3.9,10.78,-279927547#1_0,0,2,2.11,10.78,5.68,0
12,veh22,-104.974291,39.727293,269.96,veh_passenger,3.67,10.75,-337216230#5_0,0,0,1.69,10.75,5.65,0
12,veh23,-104.99186,39.740153,270.41,veh_passenger,3.99,11.55,427702697#0_0,0,0,1.52,11.55,6.45,0
12,veh24,-104.982553,39.723277,311.61,veh_passenger,2.6,7.7,131657785#7_1,0,0,2.6,7.7,2.6,0
12,veh25,-105.025059,39.730761,358.48,veh_passenger,2.1,7.2,1078447164_3,0,2,2.1,7.2,2.1,0
12,veh27,-104.983773,39.740127,270.93,veh_passenger,0,5.1,-600545932#1_0,0,0,0,5.1,0,0
12,veh3,-105.010598,39.740225,91.65,veh_passenger,19.24,31.57,628707474_0,0,0,0.38,31.57,118.12,0
12,veh4,-104.975749,39.750453,0.02,veh_passenger,13.97,99.92,16985352#3_0,0,2,0.93,99.92,94.82,0
12,veh5,-104.982972,39.748309,225.16,veh_passenger,8.85,68.25,-781314133#1_0,0,2,0.03,68.25,63.15,0
12,veh6,-105.019954,39.739998,92.51,veh_passenger,12.42,2.93,:3306870318_8_0,0,0,2.6,26.38,97.77,0
12,veh7,-104.974272,39.75075,270.11,veh_passenger,15.16,70.7,-446229412#15_0,0,0,1.94,70.7,65.6,0
12,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,-0.01,13.71,8.61,0
12,veh9,-105.025166,39.75073,0.12,veh_passenger,12.6,74.42,628585103#6_0,0,1,0,74.42,69.32,0
13,bus0,-104.997585,39.732113,270.07,bus_bus,11.39,4.21,:176099184_1_0,0,0,0.65,90.8,78.7,0
13,bus1,-105.024213,39.747562,89.85,bus_bus,10.02,27.56,-318778475#2_0,0,2,0.62,27.56,59.7,0
13,bus10,-104.99143,39.73384,90.12,bus_bus,0,12.1,589337000#3_0,0,0,0,12.1,0,0
13,bus2,-105.006229,39.741169,60.5,bus_bus,4.59,16.5,628622243#0_0,0,9,-3.03,16.5,44.89,0
13,bus3,-104.989547,39.725651,90.4,bus_bus,8.25,53.24,628677783#0_2,0,0,0.9,53.24,41.14,0
13,bus4,-104.961005,39.738855,0.28,bus_bus,7.32,41.96,131625591#5_0,0,0,1.03,41.96,29.86,0
13,bus5,-104.971368,39.732047,89.66,bus_bus,5.24,31.04,-579543366#10_0,0,2,0.91,31.04,18.94,0
13,bus6,-104.983619,39.747401,157.59,bus_bus,4.92,4.53,231105071#0_0,0,1,1.02,4.53,14.16,0
13,bus7,-104.97295,39.729305,359.83,bus_bus,2.61,16.81,337148297#11_0,0,0,1.17,16.81,4.71,0
13,bus8,-104.972061,39.730476,269.92,bus_bus,1.64,14.73,-580178497#3_0,0,0,0.65,14.73,2.63,0
13,bus9,-104.960065,39.750735,269.42,bus_bus,0.87,12.97,-589990616#1_0,0,0,0.87,12.97,0.87,0
13,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
13,veh1,-104.990987,39.730454,330,veh_passenger,14.18,48.86,132741915#0_1,0,0,0.75,48.86,115.28,0
13,veh10,-104.990623,39.738449,89.69,veh_passenger,13.54,80.55,130911269#0_0,0,1,-0.26,80.55,75.45,0
13,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,-0.01,30.07,24.97,0
13,veh12,-104.969694,39.733741,269.7,veh_passenger,10.31,8.78,-335716614#10_0,0,0,1.89,8.78,67.74,0
13,veh13,-105.0061,39.747281,239.82,veh_passenger,14.97,62.5,628634506#0_2,0,0,2.04,62.5,57.4,0
13,veh14,-105.025015,39.754823,91,veh_passenger,9.37,4.42,628585099#1_0,0,0,0.68,4.42,68.01,0
13,veh15,-104.978161,39.75408,180.04,veh_passenger,13.37,51.86,-549942085_0,0,0,2.47,51.86,46.76,0
13,veh16,-104.998484,39.739517,150.34,veh_passenger,11.2,46.56,132706724#0_0,0,0,1.77,46.56,41.46,0
13,veh17,-104.974279,39.746173,295.32,veh_passenger,10.62,3.4,:3358646000_0_0,0,0,2.49,11.64,31.25,0
13,veh18,-104.982834,39.736859,270.03,veh_passenger,10.72,36.9,628657310#0_2,0,2,2.35,36.9,31.8,0
13,veh19,-105.010319,39.725596,88.87,veh_passenger,8.42,26.72,567446119_1,0,0,2.38,26.72,21.62,0
13,veh2,-104.961423,39.727312,269.8,veh_passenger,9.49,0.32,586800346#5_0,0,0,1.3,0.32,93.91,0
13,veh20,-104.980086,39.748817,134.64,veh_passenger,6.55,21.13,-798190532#2_0,0,1,1.56,21.13,16.03,0
13,veh21,-104.963744,39.749477,269.87,veh_passenger,5.32,16.11,-279927547#1_0,0,2,1.43,16.11,11.01,0
13,veh22,-104.97435,39.727292,269.96,veh_passenger,5,15.74,-337216230#5_0,0,0,1.33,15.74,10.64,0
13,veh23,-104.991931,39.740153,270.41,veh_passenger,6.04,17.6,427702697#0_0,0,0,2.05,17.6,12.5,0
13,veh24,-104.982595,39.723305,311.61,veh_passenger,4.79,12.49,131657785#7_1,0,0,2.2,12.49,7.39,0
13,veh25,-105.02506,39.730795,358.48,veh_passenger,3.71,10.91,1078447164_3,0,2,1.61,10.91,5.81,0
13,veh27,-104.983794,39.740127,270.86,veh_passenger,1.79,6.89,-600545932#1_0,0,1,1.79,6.89,1.79,0
13,veh29,-105.025211,39.738173,179.11,veh_passenger,0,5.1,971558181#0_2,0,0,0,5.1,0,0
13,veh3,-105.010375,39.74022,91.65,veh_passenger,19.19,50.76,628707474_0,0,0,-0.04,50.76,137.31,0
13,veh30,-105.016404,39.730981,1.68,veh_passenger,0,5.1,335706748#0_0,0,0,0,5.1,0,0
13,veh4,-104.975749,39.750558,0.02,veh_passenger,11.71,111.63,16985352#3_0,0,10,-2.26,111.63,106.53,0
13,veh5,-104.983041,39.748256,225.16,veh_passenger,8.33,76.58,-781314133#1_0,0,2,-0.52,76.58,71.48,0
13,veh6,-105.019791,39.739993,92.5,veh_passenger,13.96,2.49,16981556#5_0,0,1,1.55,2.49,111.73,0
13,veh7,-104.97448,39.75075,270.1,veh_passenger,17.75,88.45,-446229412#15_0,0,0,2.59,88.45,83.35,0
13,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
13,veh9,-105.025166,39.750847,0.12,veh_passenger,13.05,87.48,628585103#6_0,0,1,0.46,87.48,82.38,0
14,bus0,-104.99773,39.732113,270.07,bus_bus,12.4,2.16,336167361#4_0,0,1,1.01,2.16,91.1,0
14,bus1,-105.024088,39.747562,89.85,bus_bus,10.68,38.24,-318778475#2_0,0,2,0.66,38.24,70.38,0
14,bus10,-104.991419,39.73384,90.14,bus_bus,0.96,13.06,589337000#3_0,0,0,0.96,13.06,0.96,0
14,bus2,-105.006216,39.741175,60.38,bus_bus,1.27,17.77,628622243#0_0,0,9,-3.32,17.77,46.16,0
14,bus3,-104.989443,39.72565,90.4,bus_bus,8.91,62.14,628677783#0_2,0,0,0.66,62.14,50.04,0
14,bus4,-104.961005,39.73893,0.28,bus_bus,8.35,50.31,131625591#5_0,0,0,1.03,50.31,38.21,0
14,bus5,-104.971295,39.732047,89.66,bus_bus,6.27,37.31,-579543366#10_0,0,2,1.03,37.31,25.21,0
14,bus6,-104.983618,39.747346,178.9,bus_bus,6.11,10.64,231105071#0_0,0,1,1.19,10.64,20.27,0
14,bus7,-104.97295,39.729337,359.83,bus_bus,3.52,20.33,337148297#11_0,0,0,0.91,20.33,8.23,0
14,bus8,-104.972088,39.730476,269.92,bus_bus,2.35,17.08,-580178497#3_0,0,0,0.71,17.08,4.98,0
14,bus9,-104.960086,39.750735,269.42,bus_bus,1.76,14.73,-589990616#1_0,0,0,0.9,14.73,2.63,0
14,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
14,veh1,-104.991072,39.730568,330.03,veh_passenger,14.64,63.5,132741915#0_1,0,0,0.46,63.5,129.92,0
14,veh10,-104.990474,39.738449,89.69,veh_passenger,12.77,93.32,130911269#0_0,0,1,-0.77,93.32,88.22,0
14,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
14,veh12,-104.969835,39.733741,269.7,veh_passenger,12.05,20.83,-335716614#10_0,0,0,1.75,20.83,79.79,0
14,veh13,-105.006271,39.747204,239.82,veh_passenger,16.93,79.43,628634506#0_2,0,0,1.96,79.43,74.33,0
14,veh14,-105.024886,39.754823,90.07,veh_passenger,11.08,15.5,628585099#1_0,0,0,1.71,15.5,79.09,0
14,veh15,-104.978161,39.753943,180.04,veh_passenger,15.22,67.09,-549942085_0,0,0,1.86,67.09,61.99,0
14,veh16,-104.998411,39.739418,150.41,veh_passenger,12.57,59.13,132706724#0_0,0,0,1.36,59.13,54.03,0
14,veh17,-104.974417,39.746205,273.92,veh_passenger,12.46,6.28,-628585954#1_0,0,0,1.84,6.28,43.71,0
14,veh18,-104.982969,39.736859,270.03,veh_passenger,11.67,48.57,628657310#0_2,0,2,0.95,48.57,43.47,0
14,veh19,-105.0102,39.725598,88.87,veh_passenger,10.22,36.94,567446119_1,0,0,1.8,36.94,31.84,0
14,veh2,-104.961541,39.727312,269.72,veh_passenger,10.08,10.4,586800346#5_0,0,0,0.58,10.4,103.99,0
14,veh20,-104.980017,39.748764,134.64,veh_passenger,8.28,29.4,-798190532#2_0,0,1,1.72,29.4,24.3,0
14,veh21,-104.963833,39.749477,269.87,veh_passenger,7.62,23.73,-279927547#1_0,0,2,2.3,23.73,18.63,0
14,veh22,-104.974437,39.727292,269.96,veh_passenger,7.51,23.25,-337216230#5_0,0,0,2.51,23.25,18.15,0
14,veh23,-104.992024,39.740154,270.41,veh_passenger,8,25.6,427702697#0_0,0,0,1.96,25.6,20.5,0
14,veh24,-104.982651,39.723344,311.94,veh_passenger,6.47,18.96,131657785#7_1,0,0,1.68,18.96,13.86,0
14,veh25,-105.025062,39.73085,358.48,veh_passenger,6.06,16.97,1078447164_3,0,2,2.35,16.97,11.87,0
14,veh27,-104.983832,39.740127,270.85,veh_passenger,3.3,10.19,-600545932#1_0,0,1,1.51,10.19,5.09,0
14,veh29,-105.025211,39.738158,179.11,veh_passenger,1.66,6.76,971558181#0_2,0,2,1.66,6.76,1.66,0
14,veh3,-105.010163,39.740216,91.65,veh_passenger,18.17,68.93,628707474_0,0,0,-1.02,68.93,155.48,0
14,veh30,-105.016403,39.731003,1.68,veh_passenger,2.45,7.55,335706748#0_0,0,0,2.45,7.55,2.45,0
14,veh31,-105.000137,39.745825,339.25,veh_passenger,0,0.2,628634473_0,0,0,0,0.2,0,0
14,veh32,-105.015789,39.736904,90.16,veh_passenger,0,5.1,-808619785#1_0,0,0,0,5.1,0,0
14,veh4,-104.975749,39.750634,0.01,veh_passenger,8.42,120.05,16985352#3_0,0,10,-3.29,120.05,114.95,0
14,veh5,-104.983107,39.748205,225.16,veh_passenger,8,84.58,-781314133#1_0,0,2,-0.32,84.58,79.48,0
14,veh6,-105.019603,39.739987,92.5,veh_passenger,16.17,18.65,16981556#5_0,0,1,2.21,18.65,127.89,0
14,veh7,-104.974709,39.75075,270.15,veh_passenger,19.68,4.62,-446229412#11_0,0,0,1.94,4.62,103.03,0
14,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
14,veh9,-105.025166,39.750964,0.12,veh_passenger,12.99,100.47,628585103#6_0,0,1,-0.06,100.47,95.37,0
15,bus0,-104.997885,39.732113,270.11,bus_bus,13.33,15.49,336167361#4_0,0,1,0.93,15.49,104.43,0
15,bus1,-105.023956,39.747562,89.85,bus_bus,11.31,49.55,-318778475#2_0,0,2,0.63,49.55,81.69,0
15,bus10,-104.991396,39.73384,90.14,bus_bus,1.96,15.02,589337000#3_0,0,0,1,15.02,2.92,0
15,bus11,-104.982107,39.746167,89.99,bus_bus,0,12.1,1039146327#4_0,0,0,0,12.1,0,0
15,bus2,-105.006213,39.741176,60.35,bus_bus,0.3,18.07,628622243#0_0,0,9,-0.97,18.07,46.46,0
15,bus3,-104.98933,39.725679,90.4,bus_bus,9.6,71.74,628677783#0_3,0,0,0.69,71.74,59.64,0
15,bus4,-104.961004,39.739012,0.28,bus_bus,9.04,59.35,131625591#5_0,0,0,0.69,59.35,47.25,0
15,bus5,-104.971209,39.732048,89.66,bus_bus,7.36,44.67,-579543366#10_0,0,2,1.09,44.67,32.57,0
15,bus6,-104.983618,39.74728,179.83,bus_bus,7.27,17.92,231105071#0_0,0,1,1.17,17.92,27.55,0
15,bus7,-104.97295,39.729376,359.82,bus_bus,4.36,24.69,337148297#11_0,0,0,0.85,24.69,12.59,0
15,bus8,-104.972124,39.730475,269.92,bus_bus,3.1,20.17,-580178497#3_0,0,0,0.75,20.17,8.07,0
15,bus9,-104.960119,39.750735,269.42,bus_bus,2.88,17.62,-589990616#1_0,0,0,1.12,17.62,5.52,0
15,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
15,veh1,-104.991157,39.730681,329.99,veh_passenger,14.55,78.05,132741915#0_1,0,0,-0.09,78.05,144.47,0
15,veh10,-104.990312,39.73845,89.61,veh_passenger,13.89,107.21,130911269#0_0,0,1,1.13,107.21,102.11,0
15,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
15,veh12,-104.96999,39.73374,269.7,veh_passenger,13.31,34.14,-335716614#10_0,0,0,1.26,34.14,93.1,0
15,veh13,-105.006442,39.747127,239.82,veh_passenger,17.01,96.44,628634506#0_2,0,0,0.08,96.44,91.34,0
15,veh14,-105.024736,39.754823,90.07,veh_passenger,12.88,28.38,628585099#1_0,0,0,1.8,28.38,91.97,0
15,veh15,-104.978161,39.753784,180.04,veh_passenger,17.66,84.75,-549942085_0,0,0,2.44,84.75,79.65,0
15,veh16,-104.998337,39.739318,150.41,veh_passenger,12.85,71.98,132706724#0_0,0,0,0.29,71.98,66.88,0
15,veh17,-104.974548,39.746208,271.38,veh_passenger,11.23,17.51,-628585954#1_0,0,0,-1.23,17.51,54.94,0
15,veh18,-104.983104,39.736859,270.03,veh_passenger,11.58,60.15,628657310#0_2,0,2,-0.09,60.15,55.05,0
15,veh19,-105.010058,39.725601,88.13,veh_passenger,12.21,49.15,567446119_1,0,0,2,49.15,44.05,0
15,veh2,-104.961665,39.727311,269.72,veh_passenger,10.66,21.06,586800346#5_0,0,0,0.59,21.06,114.65,0
15,veh20,-104.979934,39.748701,134.64,veh_passenger,10.02,39.42,-798190532#2_0,0,1,1.74,39.42,34.32,0
15,veh21,-104.963938,39.749477,269.87,veh_passenger,9.07,32.79,-279927547#1_0,0,2,1.44,32.79,27.69,0
15,veh22,-104.974549,39.727292,269.96,veh_passenger,9.58,32.83,-337216230#5_0,0,0,2.07,32.83,27.73,0
15,veh23,-104.992141,39.740155,270.41,veh_passenger,10.04,35.64,427702697#0_0,0,0,2.04,35.64,30.54,0
15,veh24,-104.982721,39.723395,313.4,veh_passenger,8.19,27.15,131657785#7_1,0,0,1.71,27.15,22.05,0
15,veh25,-105.025065,39.730925,358.48,veh_passenger,8.32,25.29,1078447164_3,0,2,2.26,25.29,20.19,0
15,veh27,-104.983886,39.740128,270.85,veh_passenger,4.61,14.8,-600545932#1_0,0,1,1.31,14.8,9.7,0
15,veh29,-105.02521,39.738122,179.11,veh_passenger,3.94,10.7,971558181#0_2,0,2,2.28,10.7,5.6,0
15,veh3,-105.009938,39.740211,91.65,veh_passenger,19.23,88.16,628707474_0,0,0,1.05,88.16,174.71,0
15,veh30,-105.016402,39.731037,1.68,veh_passenger,3.76,11.32,335706748#0_0,0,0,1.31,11.32,6.22,0
15,veh31,-105.000142,39.74584,341.1,veh_passenger,1.53,1.53,:569758351_0_0,0,0,1.53,1.73,1.53,0
15,veh32,-105.015766,39.736904,90.16,veh_passenger,2.01,7.11,-808619785#1_0,0,0,2.01,7.11,2.01,0
15,veh33,-104.98251,39.729069,270.05,veh_passenger,0,5.1,130886466#4_1,0,0,0,5.1,0,0
15,veh34,-105.002825,39.730627,0.15,veh_passenger,0,5.1,-704023970#3_0,0,0,0,5.1,0,0
15,veh4,-104.975754,39.750698,355.45,veh_passenger,7.07,2.8,:176095760_10_0,0,10,-1.35,127.13,122.03,0
15,veh5,-104.983182,39.748148,225.16,veh_passenger,9.06,93.64,-781314133#1_0,0,2,1.06,93.64,88.54,0
15,veh6,-105.019387,39.739979,92.5,veh_passenger,18.47,37.12,16981556#5_0,0,1,2.3,37.12,146.36,0
15,veh7,-104.974927,39.750751,270.11,veh_passenger,18.64,23.26,-446229412#11_0,0,0,-1.05,23.26,121.67,0
15,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
15,veh9,-105.025166,39.751047,0.15,veh_passenger,9.19,109.65,628585103#6_0,0,9,-3.81,109.65,104.55,0
16,bus0,-104.998043,39.732113,270.11,bus_bus,13.53,29.02,336167361#4_0,0,1,0.2,29.02,117.96,0
16,bus1,-105.023812,39.747563,89.85,bus_bus,12.34,61.89,-318778475#2_0,0,2,1.03,61.89,94.03,0
16,bus10,-104.991363,39.73384,90.14,bus_bus,2.87,17.89,589337000#3_0,0,0,0.91,17.89,5.79,0
16,bus11,-104.982099,39.746167,89.99,bus_bus,0.71,12.81,1039146327#4_0,0,0,0.71,12.81,0.71,0
16,bus12,-104.987328,39.730279,179.91,bus_bus,0,12.1,795858012#0_5,0,0,0,12.1,0,0
16,bus2,-105.006213,39.741176,60.35,bus_bus,0,18.08,628622243#0_0,0,9,-0.3,18.08,46.47,0
16,bus3,-104.989208,39.725678,90.4,bus_bus,10.48,4.69,:176096911_4_3,0,0,0.88,82.22,70.12,0
16,bus4,-104.961004,39.739102,0.28,bus_bus,10.02,69.37,131625591#5_0,0,0,0.98,69.37,57.27,0
16,bus5,-104.971113,39.732048,89.67,bus_bus,8.18,52.85,-579543366#10_0,0,2,0.83,52.85,40.75,0
16,bus6,-104.983618,39.747204,179.83,bus_bus,8.43,26.35,231105071#0_0,0,1,1.16,26.35,35.98,0
16,bus7,-104.97295,39.729426,359.82,bus_bus,5.54,30.23,337148297#11_0,0,0,1.17,30.23,18.13,0
16,bus8,-104.972171,39.730475,269.92,bus_bus,4,24.17,-580178497#3_0,0,0,0.9,24.17,12.07,0
16,bus9,-104.960163,39.750735,269.42,bus_bus,3.71,21.32,-589990616#1_0,0,0,0.82,21.32,9.22,0
16,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
16,veh1,-104.991237,39.730789,329.99,veh_passenger,13.8,91.85,132741915#0_1,0,0,-0.74,91.85,158.27,0
16,veh10,-104.990156,39.738418,112.47,veh_passenger,13.93,13.42,:cluster_176080234_2863652549_3327351854_2_0,0,1,0.03,121.14,116.04,0
16,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
16,veh12,-104.970148,39.733739,269.73,veh_passenger,13.53,47.68,-335716614#10_0,0,0,0.22,47.68,106.64,0
16,veh13,-105.006612,39.747051,239.74,veh_passenger,16.83,113.27,628634506#0_2,0,0,-0.18,113.27,108.17,0
16,veh14,-105.024594,39.754822,90.14,veh_passenger,12.14,3.78,:3886994399_2_0,0,0,-0.74,40.53,104.12,0
16,veh15,-104.978162,39.753605,180.05,veh_passenger,19.87,104.62,-549942085_0,0,0,2.21,104.62,99.52,0
16,veh16,-104.998265,39.739219,150.41,veh_passenger,12.58,84.56,132706724#0_0,0,0,-0.27,84.56,79.46,0
16,veh17,-104.974633,39.74621,271.38,veh_passenger,7.32,24.83,-628585954#1_0,0,8,-3.91,24.83,62.26,0
16,veh18,-104.983238,39.736859,270.03,veh_passenger,11.55,71.7,628657310#0_2,0,2,-0.03,71.7,66.6,0
16,veh19,-105.009893,39.725607,87.08,veh_passenger,14.1,63.25,567446119_1,0,0,1.88,63.25,58.15,0
16,veh2,-104.961794,39.727311,269.72,veh_passenger,11.03,32.08,586800346#5_0,0,0,0.36,32.08,125.67,0
16,veh20,-104.979832,39.748623,134.64,veh_passenger,12.32,51.74,-798190532#2_0,0,1,2.3,51.74,46.64,0
16,veh21,-104.964073,39.749477,269.87,veh_passenger,11.55,44.35,-279927547#1_0,0,2,2.49,44.35,39.25,0
16,veh22,-104.974678,39.727292,269.96,veh_passenger,11.09,43.92,-337216230#5_0,0,0,1.51,43.92,38.82,0
16,veh23,-104.992276,39.740155,270.41,veh_passenger,11.59,47.22,427702697#0_0,0,0,1.55,47.22,42.12,0
16,veh24,-104.982809,39.723459,313.4,veh_passenger,10.4,37.55,131657785#7_1,0,0,2.21,37.55,32.45,0
16,veh25,-105.025068,39.731009,358.48,veh_passenger,9.29,34.58,1078447164_3,0,2,0.97,34.58,29.48,0
16,veh27,-104.983962,39.740129,270.85,veh_passenger,6.5,21.3,-600545932#1_0,0,1,1.89,21.3,16.2,0
16,veh28,-104.959973,39.750736,269.42,veh_passenger,0,5.1,-589990616#1_0,0,0,0,5.1,0,0
16,veh29,-105.02521,39.738075,180.2,veh_passenger,5.2,15.9,971558181#0_2,0,2,1.26,15.9,10.8,0
16,veh3,-105.009721,39.740206,91.65,veh_passenger,18.59,106.75,628707474_0,0,0,-0.63,106.75,193.3,0
16,veh30,-105.0164,39.73109,1.68,veh_passenger,5.85,17.17,335706748#0_0,0,0,2.08,17.17,12.07,0
16,veh31,-105.000147,39.745872,350.29,veh_passenger,3.23,4.76,:569758351_0_0,0,0,1.7,4.96,4.76,0
16,veh32,-105.015718,39.736904,90.17,veh_passenger,4.1,11.21,-808619785#1_0,0,0,2.08,11.21,6.11,0
16,veh33,-104.982539,39.729069,270.1,veh_passenger,2.47,7.57,130886466#4_1,0,0,2.47,7.57,2.47,0
16,veh34,-105.002825,39.730639,0.12,veh_passenger,1.38,6.48,-704023970#3_0,0,0,1.38,6.48,1.38,0
16,veh35,-104.99487,39.740183,270.18,veh_passenger,0,5.1,628677821#0_0,0,0,0,5.1,0,0
16,veh36,-104.993931,39.733682,60.83,veh_passenger,0,5.1,-44932767_1,0,0,0,5.1,0,0
16,veh37,-104.997227,39.736879,270.38,veh_passenger,0,5.1,700604262#0_0,0,0,0,5.1,0,0
16,veh4,-104.975815,39.750748,303.76,veh_passenger,8.23,11.03,:176095760_10_0,0,2,1.16,135.36,130.26,0
16,veh5,-104.983254,39.748093,225.16,veh_passenger,8.66,102.31,-781314133#1_0,0,2,-0.4,102.31,97.21,0
16,veh6,-105.019144,39.739971,92.52,veh_passenger,20.87,57.99,16981556#5_0,0,1,2.4,57.99,167.23,0
16,veh7,-104.975145,39.750751,270.11,veh_passenger,18.73,41.99,-446229412#11_0,0,0,0.09,41.99,140.4,0
16,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
16,veh9,-105.025166,39.751089,0.15,veh_passenger,4.69,114.34,628585103#6_0,0,9,-4.5,114.34,109.24,0
17,bus0,-104.998204,39.732114,270.13,bus_bus,13.81,42.83,336167361#4_0,0,1,0.28,42.83,131.77,0
17,bus1,-105.023662,39.747549,97.14,bus_bus,13.05,74.94,-318778475#2_0,0,2,0.71,74.94,107.08,0
17,bus10,-104.991319,39.73384,90.14,bus_bus,3.76,21.65,589337000#3_0,0,0,0.89,21.65,9.55,0
17,bus11,-104.982083,39.746167,89.99,bus_bus,1.37,14.18,1039146327#4_0,0,0,0.67,14.18,2.08,0
17,bus12,-104.987328,39.730272,179.91,bus_bus,0.79,12.89,795858012#0_5,0,0,0.79,12.89,0.79,0
17,bus13,-104.990487,39.749169,224.96,bus_bus,0,12.1,628389298#0_1,0,0,0,12.1,0,0
17,bus2,-105.006213,39.741176,60.35,bus_bus,0,18.08,628622243#0_0,0,9,0,18.08,46.47,0
17,bus3,-104.989077,39.725677,90.4,bus_bus,11.25,1.53,628677783#1_3,0,0,0.77,1.53,81.36,0
17,bus4,-104.961003,39.739198,0.28,bus_bus,10.6,79.97,131625591#5_0,0,0,0.58,79.97,67.87,0
17,bus5,-104.971007,39.732049,89.67,bus_bus,9.15,62,-579543366#10_0,0,2,0.96,62,49.9,0
17,bus6,-104.983618,39.747119,179.84,bus_bus,9.47,35.82,231105071#0_0,0,1,1.03,35.82,45.45,0
17,bus7,-104.97295,39.729483,359.82,bus_bus,6.29,36.52,337148297#11_0,0,0,0.75,36.52,24.42,0
17,bus8,-104.972229,39.730475,269.92,bus_bus,4.97,29.14,-580178497#3_0,0,0,0.98,29.14,17.04,0
17,bus9,-104.960216,39.750734,269.42,bus_bus,4.55,25.87,-589990616#1_0,0,0,0.84,25.87,13.77,0
17,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
17,veh1,-104.99132,39.730899,329.99,veh_passenger,14.09,105.94,132741915#0_1,0,0,0.28,105.94,172.36,0
17,veh10,-104.990028,39.738345,131.41,veh_passenger,13.71,27.13,:cluster_176080234_2863652549_3327351854_2_0,0,1,-0.22,134.85,129.75,0
17,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
17,veh12,-104.970307,39.733739,269.73,veh_passenger,13.67,61.34,-335716614#10_0,0,0,0.13,61.34,120.3,0
17,veh13,-105.00678,39.74697,237.97,veh_passenger,16.94,130.21,628634506#0_2,0,0,0.12,130.21,125.11,0
17,veh14,-105.024447,39.754822,90.16,veh_passenger,12.63,8.41,507870891#0_0,0,0,0.49,8.41,116.75,0
17,veh15,-104.978162,39.753422,180.01,veh_passenger,20.33,124.94,-549942085_0,0,0,0.46,124.94,119.84,0
17,veh16,-104.998189,39.739116,150.41,veh_passenger,13.1,97.67,132706724#0_0,0,0,0.52,97.67,92.57,0
